Sensor_ID,Timestamp,Temperature_C,Humidity_pct,Status,Location,Extra_1,Extra_2
SEN8113,2025-07-31 11:52:11,12.02,80.94,WARN,Warehouse 1,lawyer,value
SEN6345,2025-02-16 18:24:59,2.54,86.08,ERROR,Plant C,record,American
SEN8229,2025-03-11 15:47:37,0.43,86.28,OK,Plant C,often,foot
SEN5109,2025-07-08 11:33:02,-0.55,62.83,WARN,Plant A,my,strong
SEN4686,2025-06-19 10:33:23,-5.47,76.76,OK,Plant A,of,strategy
SEN4912,2025-06-13 12:57:11,45.6,,OK,Warehouse 1,great,return
SEN1781,2024-11-06 03:41:30,-3.86,23.28,ERROR,Warehouse 1,ten,state
SEN6625,2025-02-15 02:44:55,11.43,99.75,WARN,Plant C,throw,suddenly
SEN5893,2025-05-12 02:57:00,30.22,17.94,ERROR,Plant A,so,prove
SEN2410,2025-07-08 17:07:43,41.26,,ERROR,Plant B,red,west
SEN4136,2025-01-15 16:09:42,47.73,35.36,WARN,Warehouse 1,those,important
SEN1805,2025-08-30 14:41:58,32.72,50.73,ERROR,Plant B,nearly,but
SEN1933,2025-09-30 04:47:23,15.89,16.02,WARN,Warehouse 1,industry,improve
SEN7312,2025-09-08 06:35:34,48.7,14.24,ERROR,Warehouse 1,enjoy,mouth
SEN9209,2025-06-05 22:26:44,48.43,78.54,WARN,Plant C,mother,yet
SEN4833,2025-06-12 10:50:12,46.96,19.86,ERROR,Warehouse 1,music,with
SEN3408,2025-08-09 05:32:12,49.05,78.18,OK,Plant C,this,arrive
SEN3206,2025-03-21 10:00:18,,39.54,OK,Plant A,political,receive
SEN5235,2025-06-08 20:57:58,,63.02,ERROR,Warehouse 1,food,set
SEN9290,2024-12-15 15:19:48,8.02,88.93,WARN,Warehouse 1,way,college
SEN8439,2025-02-23 04:28:27,40.83,73.19,ERROR,Plant C,section,from
SEN8733,2025-06-03 19:34:44,8.25,88.07,WARN,Plant C,part,indicate
SEN4853,2025-10-23 19:04:06,47.69,66.62,ERROR,Warehouse 1,with,tree
SEN4335,2025-10-13 05:43:46,37.54,25.2,OK,Warehouse 1,study,hope
SEN4799,2025-09-15 04:09:22,27.93,57.42,OK,Plant C,hope,small
SEN5313,2025-01-11 01:51:45,16.89,22.98,OK,Warehouse 1,factor,large
SEN1298,2025-02-07 06:56:04,27.97,79.46,WARN,Plant B,state,room
SEN9812,2024-12-19 19:41:44,40.79,92.04,OK,Plant A,simple,long
SEN5691,2024-10-25 22:53:11,43.45,,OK,Plant A,instead,her
SEN5603,2025-02-26 00:47:05,43.4,17.11,WARN,Warehouse 1,customer,possible
SEN2569,2025-08-05 10:16:12,44.8,85.5,ERROR,Plant A,movie,along
SEN5912,2025-03-04 06:36:09,7.76,41.34,ERROR,Plant A,example,ago
SEN5579,2025-09-13 10:31:04,32.2,95.11,ERROR,Plant B,firm,include
SEN8548,2025-01-10 23:06:08,39.73,34.48,OK,Warehouse 1,our,shoulder
SEN2299,2025-04-21 18:32:53,31.29,21.41,WARN,Warehouse 1,find,part
SEN8125,2025-01-26 13:38:17,41.91,63.96,OK,Plant B,couple,check
SEN1256,2025-02-13 08:53:09,26.39,,WARN,Plant C,meet,explain
SEN5711,2025-04-06 09:59:06,-2.13,77.19,OK,Warehouse 1,answer,deep
SEN4719,2025-05-19 19:32:59,31.83,,ERROR,Plant C,notice,perform
SEN9604,2025-09-23 21:00:47,43.1,68.78,OK,Plant B,push,somebody
SEN7672,2025-07-15 14:38:06,-9.27,77.48,WARN,Plant B,wide,technology
SEN4540,2025-05-19 09:21:12,25.66,84.7,ERROR,Plant C,process,decade
SEN2982,2025-03-29 22:26:14,24.92,50.33,ERROR,Plant C,air,decide
SEN6735,2025-04-24 16:12:39,36.71,58.93,OK,Warehouse 1,charge,leave
SEN1036,2025-10-13 09:52:52,-6.75,14.74,OK,Plant A,better,believe
SEN5354,2024-12-09 17:59:59,30.9,11.32,WARN,Plant A,key,indeed
SEN1914,2025-10-15 04:53:49,11.79,98.81,OK,Plant A,herself,will
SEN8995,2025-05-06 19:40:49,16.76,26.72,WARN,Plant A,Mr,myself
SEN6245,2025-02-01 00:32:38,37.05,49.68,OK,Plant C,live,left
SEN7170,2025-10-14 01:47:38,-4.45,78.19,OK,Plant B,explain,work
SEN9602,2025-04-04 05:14:49,-1.84,99.53,OK,Plant A,popular,point
SEN2656,2025-07-21 17:54:45,26.45,72.96,OK,Plant B,wind,upon
SEN6119,2025-06-11 19:58:25,,57.6,WARN,Warehouse 1,argue,list
SEN8565,2025-03-30 02:03:58,5.61,26.59,OK,Plant A,claim,about
SEN7557,2025-03-04 18:27:28,0.78,33.82,WARN,Warehouse 1,exist,prevent
SEN9143,2024-11-17 13:43:58,,11.52,WARN,Plant B,red,picture
SEN1054,2025-09-08 14:38:51,14.3,99.16,WARN,Warehouse 1,benefit,call
SEN3480,2024-12-25 14:45:41,-8.0,74.33,OK,Plant B,tend,me
SEN4747,2025-10-04 03:35:10,16.82,50.29,OK,Warehouse 1,possible,nature
SEN3939,2025-08-30 02:40:14,13.12,58.77,WARN,Plant C,while,letter
SEN8346,2025-03-23 21:49:50,6.41,,WARN,Plant C,need,office
SEN7092,2025-07-02 02:05:04,21.45,72.13,ERROR,Warehouse 1,floor,theory
SEN5827,2025-05-09 06:04:28,,23.65,ERROR,Plant C,official,fly
SEN8084,2025-08-10 12:18:40,19.29,26.5,WARN,Plant A,measure,imagine
SEN3571,2025-08-18 13:02:40,-8.82,,OK,Plant A,walk,first
SEN6781,2025-03-17 04:47:59,-4.52,64.24,OK,Plant A,shoulder,knowledge
SEN2503,2025-01-26 06:21:04,20.42,16.45,ERROR,Plant B,tend,catch
SEN6932,2024-11-06 20:47:59,31.68,63.31,ERROR,Plant C,college,hour
SEN9068,2025-01-22 00:23:51,46.11,,OK,Plant C,establish,knowledge
SEN8699,2024-11-19 07:12:18,27.51,21.21,ERROR,Warehouse 1,himself,business
SEN1715,2025-09-19 01:03:30,,51.69,ERROR,Warehouse 1,dark,read
SEN9024,2025-09-04 09:32:06,14.77,50.86,ERROR,Warehouse 1,professor,picture
SEN9065,2024-12-14 17:25:28,17.88,,WARN,Plant C,science,during
SEN7720,2024-10-28 14:43:25,12.88,61.26,WARN,Plant B,billion,easy
SEN8179,2024-11-20 01:24:48,28.22,90.89,ERROR,Plant C,open,land
SEN7099,2025-04-18 03:43:39,-8.34,,WARN,Warehouse 1,call,main
SEN1219,2024-12-15 13:20:21,-6.44,20.26,WARN,Plant C,hospital,three
SEN7127,2025-02-13 05:51:36,-0.7,85.58,OK,Plant A,represent,dark
SEN3947,2025-07-30 11:33:32,49.31,10.44,OK,Plant A,data,break
SEN3564,2025-04-22 12:53:09,-6.24,12.54,WARN,Warehouse 1,character,teacher
SEN6022,2025-06-15 03:24:11,20.63,82.56,WARN,Warehouse 1,single,current
SEN1548,2024-12-26 00:18:19,22.79,56.37,WARN,Plant A,drop,show
SEN4454,2024-11-16 13:39:09,21.5,35.86,OK,Plant A,program,create
SEN6646,2025-08-11 23:55:58,-2.05,46.13,WARN,Plant C,leader,knowledge
SEN9877,2025-08-31 06:46:18,37.46,64.52,ERROR,Plant A,day,history
SEN4789,2025-05-21 03:44:40,22.24,59.11,OK,Warehouse 1,treatment,along
SEN4499,2025-04-04 04:48:18,43.62,,OK,Warehouse 1,road,building
SEN8175,2025-09-09 07:20:46,6.68,65.48,OK,Plant A,evidence,style
SEN1188,2024-10-30 13:45:54,18.75,53.03,OK,Plant A,high,tax
SEN9534,2025-07-10 13:21:14,3.34,41.07,OK,Plant B,house,senior
SEN5427,2025-04-28 13:08:52,29.83,42.95,WARN,Plant C,section,event
SEN1450,2024-11-05 17:56:14,15.55,26.77,WARN,Plant C,financial,close
SEN8316,2025-10-16 22:21:18,23.45,34.79,WARN,Plant B,government,market
SEN9962,2025-05-27 18:21:01,-9.67,21.7,WARN,Warehouse 1,enjoy,often
SEN4078,2025-06-08 11:35:34,,33.51,WARN,Plant A,wish,skill
SEN3479,2025-02-06 14:44:43,-5.41,23.46,ERROR,Warehouse 1,worker,should
SEN3334,2025-10-16 11:24:49,13.5,88.54,WARN,Plant C,evidence,shoulder
SEN9109,2025-07-19 11:15:37,38.59,,ERROR,Warehouse 1,book,firm
SEN8400,2025-05-30 15:43:41,-9.63,58.17,ERROR,Warehouse 1,example,fight
SEN3806,2024-12-07 12:12:17,18.9,84.36,WARN,Plant A,out,citizen
SEN3075,2025-03-17 05:46:10,9.96,48.57,OK,Warehouse 1,another,drug
SEN5891,2025-03-12 04:21:43,0.26,34.43,OK,Plant C,level,watch
SEN3163,2024-11-23 12:07:32,27.95,,WARN,Plant A,since,plant
SEN2766,2025-01-21 05:45:21,20.55,57.08,ERROR,Plant A,organization,worry
SEN6792,2025-03-04 11:33:50,49.99,84.09,WARN,Plant A,specific,pattern
SEN3966,2025-04-29 21:55:29,5.37,88.21,WARN,Plant C,stand,couple
SEN8499,2024-11-01 13:02:07,-9.9,30.27,OK,Plant A,reason,decision
SEN1270,2025-05-27 08:03:38,45.52,,WARN,Plant B,thing,floor
SEN3503,2025-10-01 04:35:45,36.22,39.34,WARN,Plant C,rate,hotel
SEN9785,2025-03-18 12:32:01,12.23,75.63,WARN,Plant C,point,candidate
SEN8281,2025-07-04 23:16:54,15.88,10.65,WARN,Plant B,couple,stock
SEN7602,2025-04-13 03:55:09,18.86,87.25,OK,Plant C,three,interest
SEN2795,2025-05-20 06:21:48,25.96,64.23,OK,Plant C,general,worker
SEN8822,2025-07-08 03:14:22,38.93,91.24,ERROR,Plant B,leg,free
SEN7769,2025-06-21 08:32:02,46.49,28.27,ERROR,Plant B,question,manager
SEN2041,2025-10-12 08:03:32,42.18,85.11,OK,Plant C,local,both
SEN9276,2025-07-31 13:54:36,6.5,34.71,OK,Plant C,drop,fine
SEN1726,2025-01-18 06:35:55,35.43,87.84,OK,Plant A,describe,lay
SEN8548,2025-05-13 07:40:52,-6.33,20.23,ERROR,Warehouse 1,player,nice
SEN8582,2025-07-21 04:43:10,20.6,68.88,ERROR,Plant A,lot,conference
SEN9972,2025-02-06 21:14:40,12.63,29.27,OK,Plant C,spring,relationship
SEN2239,2025-08-06 21:05:12,28.22,48.1,WARN,Plant B,myself,follow
SEN8502,2025-08-31 21:19:45,21.03,30.64,ERROR,Plant A,once,quality
SEN6643,2025-06-21 13:33:59,46.81,13.19,WARN,Warehouse 1,her,range
SEN3960,2025-07-20 09:29:37,18.89,33.11,ERROR,Plant B,drug,guess
SEN3378,2025-01-09 11:53:41,24.42,98.73,WARN,Plant B,majority,single
SEN3343,2025-06-29 08:55:40,41.67,20.4,ERROR,Warehouse 1,campaign,spring
SEN1965,2024-11-29 03:03:40,26.29,63.97,WARN,Plant B,little,hotel
SEN8569,2025-01-25 09:27:53,10.82,,WARN,Plant B,doctor,poor
SEN1952,2025-01-05 18:15:16,-3.32,79.73,ERROR,Plant B,decision,unit
SEN4042,2025-04-14 04:55:05,2.79,68.23,WARN,Plant B,let,former
SEN5117,2025-01-07 19:51:18,3.73,46.37,WARN,Plant B,cut,style
SEN7279,2025-08-13 08:20:38,6.12,12.24,ERROR,Plant B,while,kind
SEN3158,2025-07-20 00:12:44,10.11,59.9,OK,Warehouse 1,center,recognize
SEN7662,2025-08-08 21:43:16,1.48,42.59,WARN,Plant B,edge,deep
SEN3818,2025-10-14 11:52:21,47.93,11.67,WARN,Plant B,pressure,body
SEN1982,2025-09-23 21:26:03,,61.68,ERROR,Plant C,represent,since
SEN6047,2025-08-21 04:52:04,41.58,51.31,WARN,Warehouse 1,white,upon
SEN2631,2024-12-05 16:06:10,,87.78,WARN,Plant C,throughout,interesting
SEN5220,2024-12-14 23:26:00,38.38,,WARN,Plant C,man,industry
SEN5763,2025-01-28 20:19:13,,,OK,Plant B,necessary,serve
SEN9985,2025-04-08 01:12:19,32.62,25.81,OK,Plant C,improve,deep
SEN7768,2025-07-05 11:29:16,0.72,70.75,ERROR,Warehouse 1,rich,if
SEN3627,2025-09-29 17:36:23,1.36,84.17,OK,Plant B,charge,few
SEN7233,2025-04-09 01:31:13,15.11,69.93,WARN,Plant A,condition,nation
SEN7651,2025-02-11 09:37:56,35.65,23.94,WARN,Plant A,hour,it
SEN8534,2025-01-15 10:54:43,,96.3,OK,Warehouse 1,difficult,voice
SEN2490,2024-12-12 19:43:21,-1.45,,ERROR,Plant B,such,many
SEN4981,2025-03-15 22:08:54,11.85,85.26,ERROR,Plant A,person,say
SEN4230,2024-12-20 16:19:50,-7.99,97.85,ERROR,Plant A,evidence,risk
SEN7238,2025-08-06 23:56:09,8.87,49.09,OK,Plant B,hundred,time
SEN4071,2025-08-01 07:22:48,18.21,71.37,WARN,Plant A,easy,base
SEN8492,2024-12-03 01:26:11,31.67,70.24,ERROR,Warehouse 1,thousand,rock
SEN1488,2025-05-31 18:04:02,-2.23,,OK,Plant A,agree,inside
SEN9746,2025-01-26 20:27:58,,49.48,ERROR,Warehouse 1,surface,financial
SEN2333,2025-09-14 21:09:50,-2.2,70.61,ERROR,Plant B,defense,behavior
SEN4185,2025-06-16 01:03:50,43.37,95.14,ERROR,Plant B,a,few
SEN1453,2024-12-01 02:13:48,46.91,83.16,OK,Warehouse 1,challenge,rest
SEN1099,2025-06-13 04:18:58,12.04,86.37,ERROR,Plant C,too,successful
SEN1525,2025-04-23 02:09:39,,,WARN,Plant B,police,stay
SEN1058,2025-02-22 05:49:58,6.48,69.92,WARN,Plant A,perform,everyone
SEN5968,2025-06-04 01:08:14,3.46,12.62,WARN,Plant B,final,quality
SEN6652,2025-09-05 04:28:45,2.77,77.9,OK,Plant C,simple,office
SEN2409,2025-01-12 22:44:44,17.96,70.65,WARN,Plant C,discover,sort
SEN3158,2025-01-12 04:00:26,17.34,97.96,ERROR,Warehouse 1,people,magazine
SEN3182,2025-08-26 16:30:54,47.49,75.2,ERROR,Plant A,company,thing
SEN9139,2025-03-02 00:07:43,8.12,53.62,OK,Warehouse 1,finally,box
SEN3454,2024-11-06 10:54:31,24.22,40.79,ERROR,Plant B,any,floor
SEN3161,2025-02-22 09:22:19,24.2,33.77,WARN,Plant B,wide,piece
SEN6311,2024-12-03 23:54:10,0.58,12.25,OK,Plant C,environment,lose
SEN8237,2025-03-26 15:39:41,-0.38,86.4,WARN,Plant C,management,example
SEN5503,2024-11-26 13:57:29,37.99,45.23,WARN,Plant A,pay,left
SEN8686,2025-01-14 12:30:46,,75.76,ERROR,Plant A,owner,gas
SEN8714,2024-11-16 11:25:39,,26.61,OK,Plant A,late,huge
SEN7120,2025-03-14 12:40:48,34.15,49.7,ERROR,Plant B,while,expect
SEN7923,2024-12-22 01:58:00,,15.87,ERROR,Warehouse 1,by,animal
SEN8787,2024-10-27 19:19:12,5.24,,ERROR,Plant A,high,instead
SEN1043,2025-04-15 12:44:03,20.97,59.19,ERROR,Plant C,quite,magazine
SEN6413,2025-08-21 07:23:00,2.32,,OK,Plant C,several,enough
SEN9827,2025-02-09 09:48:36,16.15,,ERROR,Plant B,for,miss
SEN3579,2025-08-22 19:52:40,23.19,66.01,WARN,Plant A,wall,window
SEN9428,2024-11-29 20:07:42,10.71,41.73,OK,Plant B,nice,executive
SEN8769,2025-02-23 08:55:21,0.14,38.23,WARN,Plant A,value,beyond
SEN4924,2024-11-24 08:22:58,14.59,23.82,WARN,Plant C,hear,site
SEN8890,2025-09-14 10:06:50,21.03,59.97,WARN,Warehouse 1,administration,after
SEN9687,2025-08-23 13:47:56,0.93,67.62,WARN,Warehouse 1,mother,effect
SEN7947,2025-06-14 03:01:27,44.0,,OK,Plant C,indeed,will
SEN8072,2025-05-05 10:57:58,30.8,60.57,ERROR,Plant B,mention,effort
SEN6109,2025-06-15 20:37:19,31.31,20.97,WARN,Warehouse 1,middle,shoulder
SEN4374,2025-02-28 12:42:47,-9.1,40.46,ERROR,Plant A,letter,arm
SEN6213,2024-12-16 13:37:12,47.06,67.9,ERROR,Warehouse 1,boy,safe
SEN5687,2024-12-26 07:19:08,,52.68,OK,Plant A,guy,help
SEN5298,2025-02-16 10:38:39,11.94,10.76,ERROR,Plant A,pretty,under
SEN8195,2025-07-14 03:55:52,38.62,96.32,WARN,Plant C,network,interesting
SEN6558,2025-03-24 04:35:02,7.92,,WARN,Plant A,now,news
SEN3888,2025-10-06 19:18:00,49.42,34.65,WARN,Warehouse 1,term,compare
SEN8394,2024-12-08 00:23:44,33.0,98.47,WARN,Warehouse 1,suddenly,language
SEN6391,2025-10-07 09:01:20,23.75,54.5,ERROR,Plant A,language,movement
SEN4184,2025-10-13 12:02:19,34.45,50.47,ERROR,Plant A,by,letter
SEN7121,2024-11-02 05:44:31,-0.25,85.07,WARN,Warehouse 1,decision,blood
SEN6974,2024-11-17 11:36:18,29.03,40.51,WARN,Plant B,modern,political
SEN5930,2025-08-06 09:27:28,16.38,83.39,ERROR,Warehouse 1,benefit,wear
SEN6912,2025-10-13 19:00:03,37.7,69.14,OK,Plant A,pay,anything
SEN9725,2025-06-15 10:06:03,26.33,37.81,OK,Plant B,early,various
SEN4532,2025-01-31 21:57:05,47.43,82.31,OK,Warehouse 1,style,similar
SEN5685,2025-09-01 17:06:43,11.9,70.21,OK,Plant C,film,movie
SEN7515,2025-09-17 18:29:19,33.22,11.15,OK,Plant C,identify,adult
SEN6054,2025-08-12 00:03:10,34.11,59.31,ERROR,Plant C,figure,but
SEN2718,2025-09-16 10:47:18,31.91,19.67,WARN,Warehouse 1,action,put
SEN5661,2025-09-03 03:31:30,36.67,89.2,ERROR,Plant B,run,white
SEN5085,2025-10-10 03:24:29,8.79,42.09,ERROR,Plant A,also,across
SEN2656,2025-01-02 13:19:51,42.15,38.67,ERROR,Warehouse 1,response,tend
SEN4102,2024-12-27 13:03:47,27.67,24.16,OK,Plant C,street,magazine
SEN5639,2025-04-26 09:37:58,35.86,76.7,WARN,Plant B,along,major
SEN8224,2025-05-04 17:36:55,,67.0,WARN,Plant A,finally,need
SEN2176,2025-04-27 07:42:26,33.3,73.68,OK,Plant B,happen,performance
SEN9566,2025-05-04 14:33:38,1.86,82.92,WARN,Plant B,like,example
SEN5634,2025-03-31 16:41:10,38.27,13.86,OK,Warehouse 1,do,buy
SEN1277,2025-04-08 13:49:20,44.7,53.29,ERROR,Warehouse 1,ground,important
SEN3767,2025-03-26 12:34:38,30.29,48.26,ERROR,Plant C,hair,never
SEN2446,2025-06-22 19:51:08,15.64,42.71,ERROR,Plant A,article,early
SEN4061,2025-01-05 07:06:36,8.85,66.53,OK,Warehouse 1,bar,whatever
SEN9721,2025-06-07 05:16:05,44.11,39.2,ERROR,Plant C,war,college
SEN1266,2025-03-24 14:41:59,18.9,,OK,Plant C,ever,hear
SEN3782,2025-08-18 15:37:49,,73.58,ERROR,Warehouse 1,TV,suffer
SEN5995,2024-12-17 19:57:33,11.04,33.97,WARN,Plant A,far,job
SEN6054,2025-06-07 15:51:31,14.67,78.14,OK,Plant B,compare,single
SEN1412,2024-11-03 23:07:07,32.95,,WARN,Plant C,short,parent
SEN1015,2025-02-17 08:42:11,26.82,13.14,WARN,Plant B,dinner,issue
SEN2308,2025-06-29 18:01:28,41.66,21.1,WARN,Warehouse 1,fine,top
SEN4980,2025-03-20 14:10:47,-2.91,50.52,WARN,Plant C,door,could
SEN2551,2025-04-09 03:32:17,15.85,73.07,ERROR,Plant C,top,today
SEN1518,2025-06-01 03:34:42,45.32,97.36,ERROR,Plant A,claim,including
SEN3477,2025-04-25 22:19:08,-4.17,82.12,ERROR,Warehouse 1,she,affect
SEN7313,2025-10-15 21:53:49,34.27,68.03,OK,Warehouse 1,significant,network
SEN7833,2025-10-21 10:20:19,23.47,35.23,WARN,Plant A,test,while
SEN5330,2025-09-17 08:21:43,-4.37,14.08,ERROR,Plant C,reason,certain
SEN9357,2024-12-23 08:09:29,44.78,64.89,ERROR,Plant A,popular,Republican
SEN8610,2024-12-26 12:06:03,28.72,84.71,OK,Warehouse 1,agent,good
SEN4575,2024-12-10 00:57:46,33.67,28.18,ERROR,Warehouse 1,week,career
SEN1091,2025-01-20 13:43:00,,28.4,WARN,Plant A,a,soon
SEN2262,2025-04-04 00:00:54,2.8,71.3,WARN,Plant B,as,green
SEN3624,2025-08-20 01:15:12,13.01,60.76,WARN,Plant A,film,at
SEN4758,2025-02-28 13:27:28,24.23,51.84,WARN,Plant A,contain,baby
SEN9804,2024-12-30 07:21:02,37.77,53.98,WARN,Plant B,how,well
SEN5679,2025-03-31 00:47:35,20.89,85.02,WARN,Plant A,per,discover
SEN3798,2025-06-20 12:05:05,17.99,67.48,ERROR,Plant B,science,recently
SEN3322,2025-03-19 11:17:00,-8.04,22.83,ERROR,Plant B,student,rise
SEN3092,2024-12-06 20:56:29,16.69,88.42,WARN,Plant A,power,girl
SEN7004,2024-11-15 03:31:18,31.63,81.73,ERROR,Plant A,of,law
SEN4401,2025-08-06 18:33:47,,59.11,WARN,Plant B,summer,total
SEN7948,2025-03-14 07:18:30,47.67,76.61,OK,Plant B,realize,agency
SEN9163,2025-09-15 18:55:27,9.3,28.85,WARN,Plant A,look,student
SEN3815,2025-07-07 13:27:15,3.55,51.82,ERROR,Plant C,you,view
SEN4193,2025-06-08 23:08:28,46.31,63.47,OK,Warehouse 1,value,table
SEN8162,2025-02-28 13:49:55,39.28,77.88,ERROR,Plant B,exactly,keep
SEN4152,2025-10-13 13:04:57,15.12,70.47,WARN,Warehouse 1,line,himself
SEN6670,2024-11-13 00:53:19,,17.72,ERROR,Plant A,attention,toward
SEN6016,2024-12-12 20:56:25,12.47,69.01,OK,Plant A,morning,center
SEN1150,2025-08-16 03:38:46,-6.87,83.74,WARN,Plant B,particularly,crime
SEN8137,2025-03-26 05:00:21,46.59,59.36,OK,Warehouse 1,page,technology
SEN9240,2025-07-17 19:02:10,42.55,,ERROR,Plant B,she,bar
SEN1309,2025-05-21 03:15:53,29.59,43.99,WARN,Plant B,form,study
SEN7299,2024-12-21 21:04:22,33.66,17.72,OK,Plant B,eight,true
SEN7588,2024-11-27 02:25:49,2.31,50.56,OK,Plant B,loss,boy
SEN3185,2024-12-15 14:19:23,48.26,71.45,ERROR,Plant B,something,bad
SEN9329,2025-02-25 14:00:35,34.59,28.75,OK,Plant C,trip,group
SEN4115,2025-08-18 01:51:21,35.32,16.71,OK,Plant C,become,food
SEN5555,2025-01-29 13:42:03,33.53,11.36,ERROR,Plant B,test,far
SEN2969,2024-12-25 04:15:18,26.41,37.6,WARN,Warehouse 1,theory,it
SEN6320,2025-08-03 23:36:43,47.34,99.87,ERROR,Warehouse 1,most,set
SEN9965,2025-06-21 13:16:15,46.81,46.97,ERROR,Plant A,every,activity
SEN9660,2024-11-22 19:13:38,37.09,,WARN,Plant C,human,cause
SEN1765,2025-06-25 09:05:24,45.96,,WARN,Plant B,statement,marriage
SEN2262,2025-06-01 01:52:37,40.91,57.86,WARN,Plant C,top,feel
SEN6076,2025-02-25 04:56:51,20.37,31.76,OK,Plant C,enter,even
SEN2656,2025-06-07 03:05:59,26.73,38.95,WARN,Warehouse 1,help,money
SEN9580,2025-03-09 12:42:38,,,WARN,Warehouse 1,green,issue
SEN2456,2025-07-05 08:38:05,17.04,76.48,WARN,Plant A,institution,another
SEN4393,2024-11-16 02:20:36,-3.0,31.55,WARN,Warehouse 1,cell,simple
SEN9159,2025-03-13 16:34:54,,85.76,ERROR,Plant B,central,win
SEN5962,2024-12-11 21:46:00,15.03,84.49,WARN,Plant A,enjoy,last
SEN8356,2025-02-11 13:09:32,47.9,83.07,ERROR,Plant A,miss,arrive
SEN5467,2025-08-25 21:21:12,42.16,37.86,WARN,Plant C,watch,civil
SEN3717,2025-06-07 18:25:52,-8.03,38.53,ERROR,Plant A,west,head
SEN2750,2025-04-14 05:32:42,28.51,79.52,ERROR,Plant B,democratic,which
SEN2628,2025-10-02 22:14:39,8.4,63.05,ERROR,Plant C,agency,power
SEN2407,2025-07-16 14:10:05,-8.47,,ERROR,Warehouse 1,one,notice
SEN2235,2025-06-30 16:21:48,28.23,40.99,WARN,Plant B,east,raise
SEN5026,2025-02-19 11:39:58,-7.92,73.09,ERROR,Warehouse 1,discussion,month
SEN6073,2025-07-20 00:32:04,0.4,,OK,Plant A,their,special
SEN5006,2024-12-07 06:05:20,7.95,,WARN,Plant B,mind,design
SEN8076,2025-01-17 15:25:16,19.51,81.15,WARN,Warehouse 1,ever,risk
SEN5268,2025-07-23 05:17:48,,43.79,ERROR,Warehouse 1,air,business
SEN3527,2025-01-09 05:08:45,,,WARN,Warehouse 1,experience,which
SEN8622,2025-04-13 14:07:03,25.87,50.95,OK,Warehouse 1,save,rock
SEN9127,2024-12-11 01:47:29,49.0,61.85,OK,Plant A,way,last
SEN6242,2025-01-13 03:27:19,13.07,65.6,WARN,Plant C,institution,sort
SEN2928,2025-07-20 05:47:19,35.4,27.75,WARN,Plant A,interesting,house
SEN9280,2025-05-24 04:30:01,7.24,88.61,ERROR,Plant A,individual,dream
SEN7782,2025-07-24 21:01:05,43.03,13.36,ERROR,Plant C,offer,certainly
SEN8274,2025-07-25 14:21:33,18.26,12.75,ERROR,Plant C,score,important
SEN3659,2025-07-07 16:18:58,-1.12,74.45,OK,Plant A,remember,become
SEN5062,2024-11-13 00:12:14,7.23,20.12,OK,Plant A,test,per
SEN4182,2025-02-20 01:45:08,39.5,24.28,ERROR,Warehouse 1,pass,under
SEN2917,2025-04-26 07:24:04,46.24,69.51,ERROR,Warehouse 1,finish,feel
SEN6134,2024-11-16 13:09:23,38.23,,OK,Plant B,behavior,improve
SEN1200,2025-10-12 04:15:05,0.55,62.38,OK,Plant A,military,reach
SEN9180,2025-04-30 12:36:37,31.51,48.25,OK,Plant C,final,fact
SEN5134,2025-09-25 15:22:42,,98.21,OK,Plant A,ball,campaign
SEN7517,2025-04-28 02:12:02,-8.34,60.29,OK,Plant C,plant,though
SEN2319,2024-10-31 09:35:21,-7.94,31.06,WARN,Plant B,discover,make
SEN1627,2024-12-22 06:16:23,0.43,81.52,OK,Plant A,year,bad
SEN8889,2025-03-29 20:42:48,17.87,,ERROR,Plant A,next,determine
SEN1614,2024-12-21 06:17:51,13.98,68.99,OK,Warehouse 1,authority,inside
SEN3134,2025-03-20 17:44:37,49.15,71.68,ERROR,Warehouse 1,produce,grow
SEN9661,2025-06-30 02:49:11,9.73,91.32,WARN,Plant C,teacher,professor
SEN1022,2025-08-08 13:09:52,-3.63,67.55,WARN,Plant A,early,could
SEN2591,2025-03-11 06:30:24,39.61,73.63,WARN,Plant A,return,chance
SEN5984,2025-01-03 08:39:05,7.91,92.29,WARN,Warehouse 1,set,show
SEN9083,2025-03-08 03:59:24,30.48,,OK,Plant C,drive,else
SEN3994,2025-09-08 08:17:12,37.29,72.16,WARN,Warehouse 1,phone,marriage
SEN5666,2025-01-14 03:45:55,26.17,13.41,OK,Plant A,radio,half
SEN7095,2025-08-07 10:04:50,6.42,,ERROR,Plant A,art,piece
SEN8803,2024-12-29 06:21:31,29.63,28.39,WARN,Plant A,among,interview
SEN6694,2025-06-06 21:27:24,32.6,85.55,WARN,Plant B,course,wind
SEN8610,2025-03-25 19:30:23,-6.51,,WARN,Plant A,technology,attention
SEN8489,2024-11-30 14:44:01,29.39,94.02,OK,Plant B,himself,provide
SEN1976,2025-02-19 00:53:52,32.2,98.88,OK,Plant C,to,win
SEN7057,2025-07-10 07:12:10,,,ERROR,Warehouse 1,trial,front
SEN9958,2025-08-13 11:35:14,22.06,76.83,OK,Plant B,will,all
SEN2407,2025-05-19 13:52:37,21.11,53.25,ERROR,Warehouse 1,seven,serious
SEN9994,2025-06-04 13:40:06,-0.15,97.35,ERROR,Warehouse 1,by,question
SEN5559,2025-09-15 19:32:55,,,ERROR,Plant C,build,member
